
---------- Begin Simulation Statistics ----------
simSeconds                                   0.121895                       # Number of seconds simulated (Second)
simTicks                                 121895169500                       # Number of ticks simulated (Tick)
finalTick                                121895169500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    311.13                       # Real time elapsed on the host (Second)
hostTickRate                                391779443                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1105020                       # Number of bytes of host memory used (Byte)
simInsts                                     70117161                       # Number of instructions simulated (Count)
simOps                                      130215692                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   225360                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     418519                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       225501357                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              5.621206                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.177898                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       74078712                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                     463                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      74041211                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   571                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             3865379                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          2408830                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                157                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          225353366                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              0.328556                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.115724                       # Number of insts issued each cycle (Count)
system.cpu3.issueRate                        1.094017                       # Inst issue rate ((Count/Cycle))
system.cpu3.fuBusy                                 27                       # FU busy when requested (Count)
system.cpu3.fuBusyRate                       0.000001                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu3.intInstQueueReads                48285985                       # Number of integer instruction queue reads (Count)
system.cpu3.intInstQueueWrites               15003673                       # Number of integer instruction queue writes (Count)
system.cpu3.intInstQueueWakeupAccesses       15001616                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu3.fpInstQueueReads                 10000042                       # Number of floating instruction queue reads (Count)
system.cpu3.fpInstQueueWrites                 5000065                       # Number of floating instruction queue writes (Count)
system.cpu3.fpInstQueueWakeupAccesses         5000017                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu3.vecInstQueueReads                       0                       # Number of vector instruction queue reads (Count)
system.cpu3.vecInstQueueWrites                      0                       # Number of vector instruction queue writes (Count)
system.cpu3.vecInstQueueWakeupAccesses              0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu3.intAluAccesses                   15001617                       # Number of integer alu accesses (Count)
system.cpu3.fpAluAccesses                     5000021                       # Number of floating point alu accesses (Count)
system.cpu3.vecAluAccesses                          0                       # Number of vector alu accesses (Count)
system.cpu3.numSquashedInsts                       67                       # Number of squashed instructions skipped in execute (Count)
system.cpu3.numSwp                                  0                       # Number of swp insts executed (Count)
system.cpu3.timesIdled                             25                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu3.idleCycles                            432                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu3.quiesceCycles                   225430357                       # Total number of cycles that CPU has spent quiesced or waiting for an interrupt (Cycle)
system.cpu3.MemDepUnit__0.insertedLoads       2500305                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu3.MemDepUnit__0.insertedStores          217                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu3.MemDepUnit__0.conflictingLoads           98                       # Number of conflicting loads. (Count)
system.cpu3.MemDepUnit__0.conflictingStores           56                       # Number of conflicting stores. (Count)
system.cpu3.MemDepUnit__1.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu3.MemDepUnit__1.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu3.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu3.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu3.MemDepUnit__2.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu3.MemDepUnit__2.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu3.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu3.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu3.MemDepUnit__3.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu3.MemDepUnit__3.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu3.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu3.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu3.branchPred.lookups                2500413                       # Number of BP lookups (Count)
system.cpu3.branchPred.condPredicted          2500112                       # Number of conditional branches predicted (Count)
system.cpu3.branchPred.condIncorrect               66                       # Number of conditional branches incorrect (Count)
system.cpu3.branchPred.BTBLookups             2500221                       # Number of BTB lookups (Count)
system.cpu3.branchPred.BTBUpdates                  61                       # Number of BTB updates (Count)
system.cpu3.branchPred.BTBHits                2500104                       # Number of BTB hits (Count)
system.cpu3.branchPred.BTBHitRatio           0.999953                       # BTB Hit Ratio (Ratio)
system.cpu3.branchPred.RASUsed                     44                       # Number of times the RAS was used to get a target. (Count)
system.cpu3.branchPred.RASIncorrect                 0                       # Number of incorrect RAS predictions. (Count)
system.cpu3.branchPred.indirectLookups            102                       # Number of indirect predictor lookups. (Count)
system.cpu3.branchPred.indirectHits                 1                       # Number of indirect target hits. (Count)
system.cpu3.branchPred.indirectMisses             101                       # Number of indirect misses. (Count)
system.cpu3.branchPred.indirectMispredicted            4                       # Number of mispredicted indirect branches. (Count)
system.cpu3.commit.commitSquashedInsts           1352                       # The number of squashed insts skipped by commit (Count)
system.cpu3.commit.commitNonSpecStalls             15                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu3.commit.branchMispredicts               43                       # The number of times a branch was mispredicted (Count)
system.cpu3.commit.numCommittedDist::samples     18282218                       # Number of insts commited each cycle (Count)
system.cpu3.commit.numCommittedDist::mean     1.093994                       # Number of insts commited each cycle (Count)
system.cpu3.commit.numCommittedDist::stdev     2.660164                       # Number of insts commited each cycle (Count)
system.cpu3.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu3.commit.numCommittedDist::0       15157097     82.91%     82.91% # Number of insts commited each cycle (Count)
system.cpu3.commit.numCommittedDist::1         624977      3.42%     86.32% # Number of insts commited each cycle (Count)
system.cpu3.commit.numCommittedDist::2             39      0.00%     86.32% # Number of insts commited each cycle (Count)
system.cpu3.commit.numCommittedDist::3             49      0.00%     86.33% # Number of insts commited each cycle (Count)
system.cpu3.commit.numCommittedDist::4             17      0.00%     86.33% # Number of insts commited each cycle (Count)
system.cpu3.commit.numCommittedDist::5              7      0.00%     86.33% # Number of insts commited each cycle (Count)
system.cpu3.commit.numCommittedDist::6              9      0.00%     86.33% # Number of insts commited each cycle (Count)
system.cpu3.commit.numCommittedDist::7         624909      3.42%     89.74% # Number of insts commited each cycle (Count)
system.cpu3.commit.numCommittedDist::8        1875114     10.26%    100.00% # Number of insts commited each cycle (Count)
system.cpu3.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu3.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu3.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu3.commit.numCommittedDist::total     18282218                       # Number of insts commited each cycle (Count)
system.cpu3.commit.amos                             0                       # Number of atomic instructions committed (Count)
system.cpu3.commit.membars                         10                       # Number of memory barriers committed (Count)
system.cpu3.commit.functionCalls                   15                       # Number of function calls committed. (Count)
system.cpu3.commit.committedInstType_0::No_OpClass           22      0.00%      0.00% # Class of committed instruction (Count)
system.cpu3.commit.committedInstType_0::IntAlu     15000433     75.00%     75.00% # Class of committed instruction (Count)
system.cpu3.commit.committedInstType_0::IntMult            0      0.00%     75.00% # Class of committed instruction (Count)
system.cpu3.commit.committedInstType_0::IntDiv            0      0.00%     75.00% # Class of committed instruction (Count)
system.cpu3.commit.committedInstType_0::FloatAdd            0      0.00%     75.00% # Class of committed instruction (Count)
system.cpu3.commit.committedInstType_0::FloatCmp            0      0.00%     75.00% # Class of committed instruction (Count)
system.cpu3.commit.committedInstType_0::FloatCvt            0      0.00%     75.00% # Class of committed instruction (Count)
system.cpu3.commit.committedInstType_0::FloatMult            0      0.00%     75.00% # Class of committed instruction (Count)
system.cpu3.commit.committedInstType_0::FloatMultAcc            0      0.00%     75.00% # Class of committed instruction (Count)
system.cpu3.commit.committedInstType_0::FloatDiv            0      0.00%     75.00% # Class of committed instruction (Count)
system.cpu3.commit.committedInstType_0::FloatMisc            0      0.00%     75.00% # Class of committed instruction (Count)
system.cpu3.commit.committedInstType_0::FloatSqrt            0      0.00%     75.00% # Class of committed instruction (Count)
system.cpu3.commit.committedInstType_0::SimdAdd            0      0.00%     75.00% # Class of committed instruction (Count)
system.cpu3.commit.committedInstType_0::SimdAddAcc            0      0.00%     75.00% # Class of committed instruction (Count)
system.cpu3.commit.committedInstType_0::SimdAlu            4      0.00%     75.00% # Class of committed instruction (Count)
system.cpu3.commit.committedInstType_0::SimdCmp            0      0.00%     75.00% # Class of committed instruction (Count)
system.cpu3.commit.committedInstType_0::SimdCvt            0      0.00%     75.00% # Class of committed instruction (Count)
system.cpu3.commit.committedInstType_0::SimdMisc            0      0.00%     75.00% # Class of committed instruction (Count)
